subjects,S,condition,R,rt
5,right,intoxicated,left,0.188669836
5,left,hangover,left,0.167700048
5,left,intoxicated,left,0.233102785
5,right,intoxicated,left,0.163735698
5,left,hangover,right,0.380517395
5,left,hangover,left,0.22218161
5,right,hangover,left,0.179710997
5,left,intoxicated,left,0.242782701
5,left,hangover,left,0.295784771
5,left,hangover,left,0.184653002
5,right,intoxicated,left,0.240118385
5,left,hangover,left,0.264098189
5,right,intoxicated,right,0.459104219
5,right,hangover,left,0.270952444
5,left,hangover,right,0.214602566
5,right,hangover,left,0.177371887
5,right,hangover,right,0.302942823
5,right,hangover,left,0.283319438
5,left,hangover,left,0.285951983
5,left,intoxicated,right,0.261528564
5,right,hangover,left,0.206162585
5,left,intoxicated,right,0.165734188
5,left,intoxicated,right,0.198018306
5,left,hangover,left,0.467632683
5,left,intoxicated,left,0.192262661
5,right,hangover,left,0.335270338
5,right,intoxicated,right,0.258481147
5,right,hangover,right,0.392381646
5,left,hangover,left,0.232763525
5,right,intoxicated,right,0.251162432
5,left,intoxicated,left,0.405305858
5,left,hangover,left,0.196380221
5,left,hangover,left,0.172447695
5,right,hangover,left,0.196765984
5,right,intoxicated,right,0.333001386
5,left,intoxicated,left,0.206149174
5,left,hangover,right,0.20694132
5,right,intoxicated,left,0.29191454
5,right,intoxicated,right,0.363738841
5,right,hangover,left,0.309497235
5,right,hangover,left,0.173058218
5,left,intoxicated,left,0.197565444
5,right,hangover,left,0.190936772
5,left,intoxicated,left,0.199715987
5,right,hangover,left,0.197156604
5,right,intoxicated,right,0.221524112
5,left,intoxicated,right,0.159959343
5,right,hangover,right,0.185758946
5,left,intoxicated,left,0.281489789
5,right,intoxicated,right,0.242226036
5,right,hangover,right,0.19854174
5,left,intoxicated,left,0.217457249
5,right,hangover,right,0.696216169
5,right,intoxicated,right,0.284292213
5,left,hangover,right,0.239905711
5,right,hangover,right,0.20812244
5,right,intoxicated,right,0.23662278
5,right,hangover,left,0.181789969
5,right,intoxicated,right,0.228762413
5,right,intoxicated,right,0.183678106
5,right,intoxicated,right,0.238575201
5,left,hangover,right,0.330291215
5,left,intoxicated,right,0.214877561
5,left,hangover,right,0.436815034
5,left,intoxicated,left,0.272988184
5,right,hangover,left,0.334329582
5,right,hangover,right,0.183336073
5,right,hangover,right,0.236017366
5,right,hangover,left,0.26950677
5,left,hangover,right,0.323778831
5,right,intoxicated,right,0.267976878
5,right,intoxicated,left,0.336519346
5,right,intoxicated,right,0.187193449
5,right,hangover,right,0.18852543
5,left,intoxicated,right,0.20481215
5,right,intoxicated,right,0.25384888
5,right,intoxicated,right,0.440007421
5,left,hangover,right,0.205625058
5,left,intoxicated,left,0.166703619
5,left,intoxicated,left,0.194240968
5,right,hangover,left,0.290620473
5,left,intoxicated,left,0.180874421
5,left,intoxicated,left,0.251019877
5,left,intoxicated,left,0.278705567
5,right,hangover,right,0.244575496
5,left,hangover,left,0.220686364
5,right,hangover,right,0.357686817
5,left,intoxicated,right,0.629294405
5,right,hangover,left,0.1765356
5,left,hangover,right,0.190147085
5,right,intoxicated,right,0.224089474
5,right,hangover,left,0.28700459
5,left,intoxicated,left,0.192556289
5,right,hangover,left,0.2204946
5,left,hangover,left,0.393886536
5,left,intoxicated,left,0.227886855
5,right,hangover,left,0.282617624
5,right,intoxicated,right,0.254056691
5,right,hangover,left,0.191219446
5,right,hangover,left,0.390564197
5,left,intoxicated,left,0.248201179
5,right,hangover,right,0.406747201
5,right,intoxicated,right,0.248453329
5,right,intoxicated,left,0.214927559
5,left,hangover,right,0.240157727
5,left,hangover,right,0.240098547
5,right,hangover,right,0.174312944
5,left,intoxicated,right,0.26002324
5,right,hangover,right,0.174209507
5,right,hangover,left,0.261303192
5,left,intoxicated,left,0.304089127
5,left,intoxicated,left,0.197027949
5,right,hangover,left,0.227237593
5,right,hangover,right,0.427923656
5,left,hangover,left,0.214412072
5,left,hangover,left,0.307100215
5,left,intoxicated,left,0.295049391
5,right,hangover,right,0.178208721
5,left,hangover,right,0.232284463
5,left,hangover,right,0.292014692
5,left,hangover,right,0.201677985
5,left,intoxicated,left,0.307977495
5,right,hangover,left,0.19580895
5,right,intoxicated,right,0.178352662
5,left,hangover,right,0.223938806
5,left,hangover,left,0.235065993
5,right,hangover,left,0.180541453
5,left,hangover,left,0.200081863
5,right,intoxicated,right,0.226773381
5,left,intoxicated,right,0.220899093
5,right,intoxicated,right,0.187294021
5,left,hangover,right,0.254378589
5,left,intoxicated,right,0.194155326
5,right,hangover,right,0.2439982
5,left,intoxicated,right,0.176172965
5,right,intoxicated,right,0.327289245
5,left,hangover,left,0.179197816
5,right,intoxicated,right,0.189745688
5,right,intoxicated,left,0.204458526
5,right,hangover,right,0.192969561
5,left,intoxicated,right,0.288326026
5,right,hangover,right,0.191013845
5,left,hangover,right,0.319377383
5,right,hangover,right,0.166749197
5,right,intoxicated,left,0.208941722
5,left,hangover,right,0.206303054
5,left,intoxicated,left,0.268340633
5,left,intoxicated,left,0.312768049
5,right,intoxicated,left,0.244745023
5,left,intoxicated,left,0.267247955
5,right,intoxicated,right,0.301106273
5,left,intoxicated,right,0.188510358
5,right,intoxicated,left,0.247431626
5,right,intoxicated,right,0.55865747
5,right,intoxicated,left,0.524982741
5,left,intoxicated,left,0.168285615
5,right,hangover,right,0.219952874
5,right,hangover,left,0.260322101
5,right,intoxicated,right,0.224387916
5,left,hangover,left,0.175243274
5,left,hangover,left,0.271954756
5,left,hangover,right,0.187185103
5,right,hangover,right,0.265963724
5,left,intoxicated,right,0.357490101
5,left,hangover,left,0.336920084
5,left,intoxicated,left,0.187715165
5,left,hangover,left,0.272781587
5,right,intoxicated,right,0.222305911
5,left,intoxicated,left,0.228551608
5,left,intoxicated,left,0.207015683
5,right,intoxicated,right,0.219225119
5,right,hangover,left,0.178569107
5,right,intoxicated,left,0.184378572
5,left,hangover,right,0.226645018
5,left,hangover,right,0.164635332
5,left,hangover,left,0.234206943
5,right,hangover,right,0.200838304
5,right,intoxicated,left,0.440234967
5,left,hangover,right,0.207042452
5,left,intoxicated,right,0.443927883
5,left,hangover,left,0.201889689
5,left,hangover,left,0.202211081
5,left,hangover,left,0.30574327
5,right,hangover,right,0.163546901
5,right,hangover,left,0.242560767
5,right,intoxicated,right,0.183697374
5,right,hangover,right,0.245150121
5,left,intoxicated,left,0.239428647
5,right,intoxicated,left,0.260619636
5,left,hangover,left,0.316056497
5,left,hangover,right,0.205654467
5,right,hangover,right,0.223315072
5,right,intoxicated,left,0.223822094
5,left,intoxicated,left,0.182945349
5,right,hangover,right,0.211483583
5,left,intoxicated,left,0.202839602
5,right,hangover,left,0.265358833
5,left,intoxicated,left,0.240651958
5,left,intoxicated,left,0.180137096
5,right,intoxicated,left,0.232395359
5,right,hangover,right,0.325035264
5,left,intoxicated,right,0.235560861
5,left,intoxicated,left,0.241322234
5,right,intoxicated,right,0.252397209
5,right,intoxicated,right,0.23533746
5,right,intoxicated,left,0.174193656
5,left,hangover,left,0.198118856
5,right,intoxicated,left,0.180786932
5,right,hangover,left,0.181765877
5,left,hangover,left,0.224380456
5,left,hangover,left,0.189308631
5,right,hangover,left,0.245327274
5,left,intoxicated,right,0.185296626
5,left,hangover,left,0.187028331
5,right,intoxicated,right,0.213604249
5,left,hangover,right,0.196671091
6,left,hangover,left,0.305803765
6,right,hangover,left,0.625774803
6,left,hangover,left,0.403122755
6,right,intoxicated,right,0.38890829
6,left,intoxicated,right,0.494560513
6,right,hangover,right,0.329959995
6,right,hangover,right,0.456970134
6,right,intoxicated,right,0.372188748
6,left,hangover,left,0.305055428
6,left,hangover,left,0.445891525
6,right,intoxicated,left,0.331062512
6,left,intoxicated,right,0.386443862
6,left,hangover,left,0.74023367
6,right,intoxicated,left,0.310864673
6,right,hangover,right,0.303270904
6,right,intoxicated,right,0.30863474
6,left,hangover,left,0.291996759
6,right,hangover,right,0.313626847
6,right,intoxicated,right,0.347122471
6,right,intoxicated,left,0.332167261
6,left,intoxicated,left,0.340865651
6,right,hangover,right,0.532896693
6,right,hangover,right,0.589814749
6,left,hangover,right,0.344364614
6,left,hangover,left,0.472938327
6,left,intoxicated,left,0.370716386
6,right,intoxicated,right,0.643013961
6,right,hangover,left,0.327950653
6,left,hangover,left,0.488712758
6,right,intoxicated,right,0.318513435
6,left,intoxicated,left,0.331561315
6,right,hangover,right,0.292131031
6,right,hangover,right,0.515310913
6,left,intoxicated,left,0.358210727
6,right,intoxicated,right,0.321828478
6,left,hangover,right,0.360353465
6,right,intoxicated,right,0.354661435
6,right,intoxicated,right,0.347939734
6,right,hangover,right,0.488667454
6,right,hangover,left,0.308127301
6,left,hangover,left,0.31076955
6,right,hangover,right,0.306199976
6,left,hangover,left,0.356656422
6,left,hangover,left,0.363200063
6,left,intoxicated,right,0.414926984
6,left,intoxicated,left,0.464680492
6,left,hangover,right,0.37869982
6,right,hangover,right,0.456707652
6,left,hangover,right,0.40601808
6,right,hangover,right,0.308866587
6,left,intoxicated,left,0.423991617
6,left,hangover,right,0.371878456
6,left,intoxicated,right,0.399402297
6,right,intoxicated,right,0.330903104
6,right,hangover,right,0.358312375
6,right,intoxicated,right,0.424618784
6,right,intoxicated,right,0.451483048
6,right,intoxicated,right,0.42531188
6,right,hangover,right,0.556984759
6,left,intoxicated,right,0.30588352
6,left,intoxicated,left,0.437052911
6,left,hangover,right,0.334875799
6,right,hangover,right,0.319006319
6,right,intoxicated,right,0.618306513
6,right,intoxicated,right,0.373028723
6,left,hangover,left,0.422048439
6,right,intoxicated,left,0.305126392
6,left,hangover,right,0.439064589
6,right,intoxicated,right,0.472886234
6,right,hangover,right,0.334965498
6,left,intoxicated,right,0.402302511
6,right,intoxicated,right,0.341864854
6,right,intoxicated,right,0.364161195
6,left,intoxicated,right,0.385745934
6,right,intoxicated,right,0.436601224
6,left,intoxicated,left,0.400085677
6,right,intoxicated,right,0.402131601
6,right,hangover,right,0.376013585
6,left,intoxicated,left,0.339727729
6,left,intoxicated,left,0.354016899
6,left,intoxicated,right,0.372897351
6,right,hangover,right,0.361974697
6,right,hangover,right,0.388093303
6,left,hangover,left,0.334045647
6,right,hangover,left,0.58694498
6,right,intoxicated,left,0.39208331
6,left,intoxicated,right,0.613871207
6,left,hangover,right,0.310522254
6,right,hangover,right,0.345014732
6,right,intoxicated,left,0.414012472
6,left,intoxicated,left,0.307104786
6,left,intoxicated,right,0.333532274
6,left,intoxicated,right,0.426913844
6,right,hangover,right,0.489340059
6,right,hangover,right,0.358755434
6,left,hangover,right,0.402328858
6,right,hangover,right,0.322050973
6,left,hangover,left,0.409703459
6,right,intoxicated,right,0.313854721
6,right,intoxicated,right,0.604222168
6,right,intoxicated,right,0.460429119
6,left,hangover,left,0.38015201
6,left,intoxicated,left,0.361546104
6,right,intoxicated,right,0.498711961
6,left,intoxicated,left,0.320844188
6,left,intoxicated,left,0.478591308
6,right,hangover,right,0.335364222
6,left,intoxicated,left,0.374249666
6,right,hangover,right,0.431145497
6,left,hangover,right,0.468999643
6,left,hangover,left,0.357617169
6,right,hangover,right,0.295607319
6,left,intoxicated,left,0.363270155
6,right,hangover,right,0.32678811
6,left,intoxicated,left,0.496130788
6,right,intoxicated,left,0.359659345
6,left,hangover,left,0.369421114
6,right,hangover,left,0.389037393
6,left,hangover,left,0.346648523
6,right,intoxicated,left,0.369681647
6,right,intoxicated,right,0.323628161
6,left,intoxicated,right,0.305859933
6,right,hangover,right,0.297079079
6,left,intoxicated,right,0.584727696
6,left,intoxicated,left,0.365389942
6,left,hangover,right,0.428439718
6,right,hangover,left,0.316820975
6,right,intoxicated,left,0.310863217
6,left,intoxicated,left,0.460903299
6,left,intoxicated,left,0.437741104
6,left,hangover,right,0.423313437
6,left,intoxicated,left,0.368659504
6,left,intoxicated,left,0.328085623
6,left,hangover,left,0.457530978
6,left,intoxicated,right,0.418402221
6,left,hangover,left,0.308948015
6,left,intoxicated,left,0.322032041
6,left,hangover,right,0.339179124
6,left,hangover,left,0.297889387
6,left,intoxicated,left,0.326987325
6,right,intoxicated,right,0.298575354
6,left,hangover,right,0.317210626
6,left,intoxicated,left,0.353416416
6,left,intoxicated,left,0.435168209
6,left,hangover,right,0.362484969
6,left,intoxicated,left,0.354133161
6,left,intoxicated,right,0.30643907
6,right,hangover,right,0.291327236
6,right,hangover,left,0.367488397
6,left,hangover,left,0.430964697
6,left,hangover,left,0.441315381
6,right,hangover,right,0.291368035
6,left,intoxicated,left,0.46511772
6,right,hangover,right,0.364608061
6,left,hangover,left,0.34883033
6,left,hangover,left,0.331687189
6,right,hangover,left,0.378592154
6,right,hangover,left,0.358539278
6,right,intoxicated,left,0.472269759
6,left,intoxicated,right,0.350398545
6,left,hangover,right,0.504897643
6,right,hangover,right,0.37680124
6,right,hangover,right,0.429677611
6,left,intoxicated,left,0.368836314
6,right,hangover,right,0.394748607
6,left,intoxicated,left,0.565135763
6,left,intoxicated,right,0.3047494
6,right,hangover,left,0.312936261
6,left,hangover,left,0.321665687
6,left,intoxicated,left,0.374771042
6,right,intoxicated,right,0.588427667
6,right,intoxicated,right,0.352738447
6,right,intoxicated,left,0.366303358
6,right,hangover,left,0.378117248
6,left,intoxicated,left,0.293465863
6,left,intoxicated,right,0.303390352
6,left,intoxicated,right,0.421945682
6,right,intoxicated,right,0.373066178
6,right,hangover,right,0.308397832
6,left,hangover,left,0.308200229
6,right,intoxicated,left,0.782944967
6,left,intoxicated,left,0.467657294
6,right,intoxicated,left,0.316412661
6,right,intoxicated,right,0.304319903
6,right,hangover,right,0.354531499
6,right,hangover,left,0.363705147
6,left,intoxicated,left,0.310139489
6,right,intoxicated,right,0.313025423
6,left,intoxicated,left,0.347926704
6,left,hangover,right,0.381818668
6,right,intoxicated,left,0.408395523
6,left,hangover,left,0.323109162
6,right,intoxicated,left,0.339938412
6,left,hangover,right,0.312620416
6,right,intoxicated,right,0.330674663
6,left,intoxicated,left,0.392472503
6,left,hangover,left,0.367389666
6,left,intoxicated,left,0.383810085
6,right,hangover,right,0.313745482
